fighter,height_cm,reach_cm,weight_kg,stance,age,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
John Gunderson,175.3,175.3,70.3,Orthodox,47.7,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0
Andre Gusmao,182.9,,93.0,Orthodox,49.3,2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0
Alexander Gustafsson,195.6,200.7,93.0,Orthodox,39.7,4.02,0.4,3.42,0.51,1.54,0.39,0.83,0.4
Justin Guthrie,185.4,,77.1,,45.7,0.16,0.33,3.74,0.14,2.44,0.25,0.0,4.9
Horacio Gutierrez,177.8,,65.8,,36.0,0.86,0.26,2.91,0.46,0.0,0.0,0.5,0.0
Chris Gutierrez,175.3,170.2,65.8,Orthodox,35.4,4.3,0.57,2.45,0.59,0.57,0.6,0.73,0.2
Tim Hague,193.0,193.0,117.9,Orthodox,43.4,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9
Steve Hadsel,172.7,,77.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Hackney,180.3,,90.7,Sideways,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chelsea Hackett,162.6,167.6,56.7,Switch,28.1,2.58,0.51,4.85,0.46,0.0,0.0,0.57,0.0
Mike Guymon,182.9,188.0,77.1,Orthodox,52.0,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2
Damir Hadzovic,175.3,177.8,70.3,Orthodox,40.1,2.99,0.46,2.99,0.66,0.68,0.6,0.39,0.2
Yazan Hajeh,175.3,,65.8,Orthodox,34.1,1.54,0.25,17.44,0.44,0.0,0.0,1.0,0.0
Kevin Haley,188.0,,93.0,,,0.87,0.59,0.87,0.64,3.0,1.0,0.0,2.0
Stoney Hale,182.9,,,,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Hall,177.8,177.8,65.8,Southpaw,41.6,2.32,0.43,0.96,0.75,0.31,0.16,0.0,0.9
Tony Halme,190.5,,136.1,Orthodox,63.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Hall,182.9,,86.2,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Hallman,175.3,182.9,70.3,Orthodox,50.8,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1
Uriah Hall,182.9,200.7,83.9,Orthodox,42.1,3.34,0.51,3.54,0.53,0.67,0.38,0.69,0.2
Piotr Hallmann,175.3,180.3,70.3,Orthodox,39.1,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4
Frank Hamaker,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kazuhiro Hamanaka,182.9,,83.9,Southpaw,47.9,1.7,0.37,0.91,0.6,0.0,0.0,0.5,0.0
Brandon Halsey,182.9,,83.9,,40.0,1.74,0.47,0.87,0.65,4.98,0.53,1.0,1.2
Seo Hee Ham,157.5,157.5,52.2,Southpaw,39.5,4.2,0.39,5.15,0.61,0.0,0.0,0.66,0.2
John Halverson,175.3,,70.3,Southpaw,54.0,2.94,0.43,5.29,0.47,0.0,0.0,0.66,2.0
Jeremy Hamilton,,,83.9,,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Hamilton,195.6,193.0,117.9,Orthodox,46.4,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0
Matt Hamill,185.4,193.0,93.0,Orthodox,50.0,3.69,0.42,3.8,0.61,3.0,0.34,0.91,0.0
CJ Hamilton,170.2,172.7,56.7,Switch,40.0,2.47,0.31,3.93,0.58,0.0,0.0,0.62,0.0
James Hammortree,190.5,,83.9,Orthodox,42.8,1.93,0.3,4.13,0.44,2.0,0.5,1.0,1.0
Jared Hamman,190.5,190.5,83.9,Orthodox,44.5,5.15,0.42,3.93,0.55,1.57,0.46,0.3,0.0
Joachim Hansen,170.2,,68.0,Southpaw,47.3,2.01,0.43,2.04,0.58,2.21,0.58,0.34,1.9
Nasrat Haqparast,177.8,182.9,70.3,Southpaw,31.1,5.81,0.47,3.23,0.74,0.18,0.16,0.84,0.0
Dean Hancock,,,70.3,,,7.97,0.63,1.94,0.67,1.71,0.33,0.75,1.7
Kay Hansen,157.5,160.0,52.2,Orthodox,27.1,3.57,0.59,3.03,0.54,2.19,0.25,1.0,1.6
Janay Harding,,,61.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Harper,182.9,,83.9,Orthodox,54.4,1.3,0.54,4.98,0.47,3.25,1.0,0.0,0.0
Baru Harn,,,120.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoni Hardonk,193.0,198.1,111.1,Orthodox,50.6,3.4,0.61,3.07,0.46,0.0,0.0,0.4,0.9
Dan Hardy,182.9,188.0,77.1,Orthodox,44.4,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4
Greg Hardy,195.6,203.2,120.2,Orthodox,38.2,4.83,0.5,3.12,0.56,0.21,0.33,0.8,0.0
Gerry Harris,203.2,,122.5,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Harris,162.6,165.1,56.7,Orthodox,43.1,2.34,0.26,3.16,0.68,1.76,0.21,0.6,0.0
Dhafir Harris,,,116.6,,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Collin Hart,185.4,,83.9,Orthodox,36.9,6.33,0.44,7.53,0.51,2.0,0.16,0.5,0.0
Carlston Harris,182.9,,77.1,,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dale Hartt,177.8,175.3,70.3,Orthodox,47.5,1.14,0.35,1.55,0.66,1.22,1.0,0.25,2.5
Trevor Harris,167.6,,65.8,,,1.73,0.5,0.43,0.75,0.0,0.0,0.5,6.5
Walt Harris,195.6,195.6,113.4,Southpaw,43.3,2.95,0.38,3.43,0.54,0.3,0.28,0.72,0.1
Gerald Harris,180.3,195.6,83.9,Southpaw,46.8,1.41,0.29,1.58,0.62,2.96,0.54,0.72,0.0
Luke Hartwig,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hidehiko Hasegawa,175.3,,77.1,,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Haskins,177.8,,77.1,Orthodox,47.1,1.51,0.33,2.65,0.54,1.62,0.4,0.52,0.8
Clay Harvison,185.4,188.0,77.1,Orthodox,46.0,3.29,0.48,3.91,0.58,0.66,1.0,0.68,1.3
Daiki Hata,167.6,,63.0,Orthodox,44.1,1.44,0.39,1.42,0.55,0.67,1.0,0.35,0.7
Chris Haseman,180.3,,93.0,Orthodox,57.3,0.93,0.7,4.67,0.28,0.0,0.0,0.4,2.0
Tomohiko Hashimoto,182.9,,113.4,Orthodox,,0.0,0.0,11.67,0.3,0.0,0.0,0.0,0.0
Takayo Hashi,162.6,,61.2,Orthodox,49.0,2.84,0.26,6.56,0.61,0.0,0.0,0.0,0.0
Hayder Hassan,177.8,,77.1,,43.9,2.11,0.46,3.16,0.48,0.0,0.0,0.25,0.0
Del Hawkins,165.1,,61.2,Orthodox,,1.15,0.27,2.01,0.46,0.0,0.0,0.0,0.0
John Hathaway,185.4,190.5,77.1,Orthodox,39.2,3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9
Justin Hawes,180.3,,93.0,,47.7,0.0,0.0,3.41,0.37,0.0,0.0,0.0,0.0
Chris Hawk,185.4,,93.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Hayes,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Hawes,182.9,195.6,83.9,Orthodox,37.7,2.84,0.52,4.18,0.47,3.13,0.35,0.0,0.0
Mike Hayes,193.0,,104.3,Orthodox,,4.87,0.55,1.47,0.77,0.0,0.0,0.75,4.0
Tommy Hayden,175.3,,65.8,Southpaw,40.5,1.48,0.27,2.05,0.55,3.42,0.33,0.66,0.0
Gerric Hayes,177.8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Haynes,175.3,,77.1,Orthodox,49.1,1.25,0.22,4.03,0.52,0.94,0.18,0.42,0.0
Dustin Hazelett,185.4,193.0,77.1,Orthodox,40.4,2.24,0.4,3.51,0.46,0.55,0.5,0.25,4.1
James Head,185.4,185.4,77.1,Orthodox,42.6,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8
Pat Healy,182.9,182.9,70.3,Orthodox,43.2,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1
Ryan Healy,185.4,,70.3,Orthodox,43.2,1.67,0.35,3.0,0.38,3.0,0.5,0.4,1.0
Spencer Hearns,180.3,,83.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Heath,180.3,182.9,93.0,Orthodox,50.6,1.48,0.3,5.16,0.49,0.33,0.5,0.57,1.0
Marcin Held,175.3,180.3,70.3,Orthodox,34.7,1.41,0.34,2.02,0.47,2.46,0.46,0.37,1.3
Delson Heleno,180.3,,83.9,Orthodox,48.9,0.69,0.75,4.83,0.19,0.0,0.0,0.0,0.0
Chris Heatherly,175.3,,70.3,Orthodox,38.8,1.08,0.45,2.67,0.52,3.39,0.5,1.0,0.7
Nick Hein,167.6,167.6,70.3,Southpaw,42.4,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0
Ian Heinisch,180.3,182.9,83.9,Orthodox,38.1,3.28,0.5,2.79,0.58,1.13,0.18,0.6,0.8
Jake Hecht,182.9,185.4,77.1,Orthodox,42.6,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0
Elisha Helsper,167.6,,61.2,Orthodox,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Hendricks,188.0,,106.6,Southpaw,50.1,0.98,0.2,11.8,0.29,0.0,0.0,0.0,0.0
Ron Henderson,177.8,,56.7,,,2.53,0.25,3.6,0.48,1.0,0.2,0.0,0.0
Benson Henderson,175.3,177.8,77.1,Southpaw,42.9,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8
Johny Hendricks,175.3,175.3,83.9,Southpaw,43.0,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3
Dan Henderson,180.3,188.0,83.9,Orthodox,56.1,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3
Matt Helm,,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Henrique da Silva,188.0,,83.9,Orthodox,40.1,2.53,0.57,3.27,0.3,0.0,0.0,0.63,0.0
Luis Henrique,188.0,188.0,110.2,Orthodox,33.1,1.81,0.43,2.22,0.47,3.09,0.36,0.5,1.0
Danny Henry,182.9,185.4,65.8,Orthodox,38.2,5.2,0.51,4.16,0.45,0.74,0.33,0.5,2.2
TJ Hepburn,170.2,,70.3,,,0.73,0.37,0.13,0.81,2.0,0.4,0.6,0.0
Jai Herbert,185.4,195.6,70.3,Orthodox,38.4,1.83,0.3,2.61,0.48,0.0,0.0,0.33,0.0
Ed Herman,185.4,195.6,93.0,Orthodox,46.0,3.32,0.49,3.35,0.43,2.21,0.48,0.6,1.2
Dave Herman,193.0,195.6,109.8,Orthodox,42.0,4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0
Noe Hernandez,,,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Hermansson,185.4,195.6,83.9,Orthodox,38.3,5.03,0.44,3.46,0.54,1.96,0.34,0.75,0.7
Cory Hendricks,190.5,,93.0,,38.4,3.13,0.39,4.07,0.42,0.0,0.0,1.0,0.0
Joe Hernandez,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Hernandez,175.3,182.9,70.3,Orthodox,34.0,3.57,0.35,3.81,0.59,1.6,0.38,0.62,0.0
Anthony Hernandez,182.9,190.5,83.9,Orthodox,32.9,4.92,0.55,5.09,0.47,3.76,0.66,0.7,1.9
Nohelin Hernandez,177.8,180.3,61.2,Orthodox,32.6,1.32,0.34,2.63,0.52,0.71,0.5,0.37,0.0
Paul Herrera,177.8,,83.9,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Herrera,177.8,,83.9,,,2.04,0.37,3.35,0.48,1.8,1.0,1.0,0.0
Alvaro Herrera Mendoza,182.9,188.0,70.3,Orthodox,36.4,1.89,0.38,3.4,0.55,0.0,0.0,0.33,1.1
Geane Herrera,165.1,167.6,56.7,Orthodox,36.3,1.51,0.31,5.07,0.52,0.83,0.37,0.38,0.6
Ramiro Hernandez,175.3,,61.2,Orthodox,40.2,2.72,0.28,5.51,0.64,0.0,0.0,0.0,0.0
Felice Herrig,162.6,165.1,52.2,Orthodox,42.0,3.63,0.36,4.84,0.49,1.18,0.3,0.72,0.9
Jon Hess,200.7,,133.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heath Herring,193.0,198.1,113.4,Orthodox,48.6,2.37,0.5,1.77,0.54,1.22,0.5,0.32,0.7
Clint Hester,188.0,195.6,93.0,Orthodox,39.8,3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0
Brandon Hester,185.4,,93.0,,,3.53,0.53,0.4,0.68,4.0,0.8,0.0,0.0
Conor Heun,177.8,,70.3,Orthodox,47.6,2.92,0.36,3.66,0.54,2.45,0.31,0.33,0.3
Marcus Hicks,167.6,162.6,70.3,Southpaw,50.8,1.42,0.43,3.06,0.61,2.7,0.53,0.25,4.0
Jimy Hettes,175.3,180.3,65.8,Southpaw,39.3,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4
Lee Higgins,,,70.3,,46.2,1.02,0.26,3.68,0.4,0.0,0.0,0.0,0.0
Jay Hieron,182.9,190.5,77.1,Orthodox,50.2,1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0
Jason High,172.7,185.4,70.3,Southpaw,44.9,1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8
Richie Hightower,172.7,,77.1,Orthodox,51.8,4.62,0.35,6.92,0.21,3.46,1.0,1.0,0.0
Isaiah Hill,177.8,,70.3,,,4.84,0.5,0.97,0.8,0.0,0.0,0.66,14.5
Alex Higley,177.8,,65.8,,,0.29,1.0,1.74,0.6,0.0,0.0,0.0,0.0
Jamahal Hill,193.0,200.7,93.0,Southpaw,35.3,7.9,0.52,3.15,0.49,0.0,0.0,0.53,0.0
Kailan Hill,185.4,195.6,83.9,Southpaw,31.8,2.6,0.53,4.8,0.37,3.0,0.42,0.0,0.0
Angela Hill,160.0,162.6,52.2,Orthodox,41.7,5.66,0.5,4.98,0.64,0.45,0.36,0.76,0.1
Branden Lee Hinkle,190.5,,106.6,Orthodox,53.2,2.61,0.69,3.91,0.26,4.34,0.57,0.66,4.3
Hatsu Hioki,180.3,185.4,65.8,Orthodox,43.2,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6
Tyler Hill,190.5,,77.1,Switch,35.1,3.64,0.39,5.33,0.47,0.0,0.0,0.0,0.0
Kuniyoshi Hironaka,177.8,177.8,76.2,Orthodox,50.3,1.98,0.4,3.01,0.54,1.91,0.3,0.25,0.6
Mizuto Hirota,170.2,170.2,70.3,Orthodox,45.4,3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1
Alan Hiro,165.1,,61.2,Orthodox,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Hill,193.0,203.2,70.3,Orthodox,48.0,3.57,0.46,1.61,0.7,3.02,0.8,1.0,0.0
Matt Hobar,177.8,177.8,61.2,Southpaw,39.7,3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0
Kwan Ho Kwak,165.1,,61.2,Switch,37.3,3.29,0.41,3.45,0.47,0.78,1.0,0.26,0.0
Yuji Hisamatsu,177.8,,83.9,,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Hoger,188.0,,93.0,Orthodox,46.2,1.07,0.25,2.25,0.57,1.12,0.38,0.29,1.3
Bobby Hoffman,188.0,,111.1,Orthodox,57.9,2.02,0.7,1.32,0.19,1.17,0.5,0.0,1.2
Kevin Holland,190.5,205.7,83.9,Orthodox,33.9,4.14,0.56,2.58,0.56,1.08,0.45,0.51,0.7
Andrew Holbrook,180.3,177.8,70.3,Southpaw,40.6,2.2,0.49,3.0,0.54,0.85,0.18,0.1,2.1
Sean Holden,177.8,,77.1,,42.0,2.4,0.59,0.6,0.59,5.0,0.83,0.0,2.0
Chris Holdsworth,180.3,,61.2,,38.9,1.85,0.29,1.94,0.58,3.38,0.62,1.0,2.0
Roger Hollett,180.3,,93.0,Orthodox,48.0,1.83,0.47,6.47,0.34,1.0,0.28,0.3,0.0
Jeremie Holloway,182.9,,77.1,,42.0,0.81,0.5,0.51,0.79,0.0,0.0,0.0,0.0
Gabrielle Holloway,160.0,,65.8,,36.4,0.7,0.42,3.07,0.34,3.0,0.35,0.16,1.0
Max Holloway,180.3,175.3,65.8,Orthodox,34.8,7.26,0.46,4.58,0.6,0.21,0.71,0.84,0.3
Holly Holm,172.7,175.3,61.2,Southpaw,44.9,3.16,0.38,2.8,0.57,0.81,0.3,0.76,0.1
Rex Holman,190.5,,93.0,Southpaw,,2.75,0.34,7.25,0.4,0.0,0.0,1.0,0.0
Kurt Holobaugh,180.3,177.8,70.3,Orthodox,40.0,4.51,0.42,4.28,0.46,0.97,0.36,0.45,0.7
Paddy Holohan,177.8,175.3,56.7,Orthodox,38.4,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3
Ben Holscher,180.3,,70.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Holst,182.9,,70.3,Orthodox,41.1,0.25,0.19,1.67,0.47,0.76,1.0,0.6,2.3
Scott Holtzman,175.3,175.3,70.3,Orthodox,43.0,4.44,0.49,3.47,0.54,2.16,0.58,0.66,0.2
Sabah Homasi,182.9,182.9,77.1,Orthodox,37.9,4.98,0.48,6.91,0.47,2.8,0.5,0.66,0.0
Barb Honchak,162.6,165.1,56.7,Orthodox,47.1,4.04,0.3,4.67,0.66,0.0,0.0,0.0,1.3
Mark Hominick,172.7,172.7,65.8,Orthodox,44.2,4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9
Chris Honeycutt,177.8,185.4,77.1,,38.2,2.99,0.44,1.41,0.66,3.4,0.45,0.75,0.0
Satoshi Honma,185.4,,93.0,Orthodox,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Hood,182.9,,90.7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Hood,190.5,,120.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Hooper,185.4,188.0,65.8,Southpaw,27.0,4.43,0.45,3.95,0.38,0.32,0.07,0.66,2.2
Dan Hooker,182.9,190.5,70.3,Switch,36.6,4.95,0.48,4.92,0.51,0.72,0.34,0.79,0.3
Moti Horenstein,193.0,,104.3,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoshinori Horie,172.7,177.8,65.8,Orthodox,31.4,2.76,0.49,5.65,0.48,0.0,0.0,0.0,0.0
Kyoji Horiguchi,165.1,167.6,56.7,Orthodox,35.9,3.6,0.45,2.45,0.62,2.0,0.44,0.55,0.0
Matt Horning,162.6,,56.7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Horodecki,175.3,175.3,70.3,Orthodox,39.0,4.59,0.41,3.16,0.65,1.52,0.55,0.37,0.9
Jeremy Horn,185.4,188.0,83.9,Orthodox,51.1,1.19,0.39,1.99,0.55,1.83,0.38,0.29,1.1
Jamey-Lyn Horth,170.2,,56.7,,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Horwich,185.4,,83.9,Orthodox,48.0,1.11,0.62,2.16,0.38,0.33,0.09,0.28,2.7
John Hosman,177.8,,61.2,Southpaw,45.9,1.11,0.38,1.52,0.45,0.0,0.0,0.46,0.0
Saeed Hosseini,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Hougland,170.2,172.7,61.2,Orthodox,48.1,1.86,0.48,3.46,0.47,0.86,0.18,0.0,1.1
Trey Houston,180.3,,83.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Houston,,,83.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrell Horcher,177.8,177.8,70.3,Southpaw,39.2,2.05,0.44,4.21,0.39,0.35,0.5,0.47,0.7
Brian Houston,188.0,,83.9,Orthodox,45.4,1.9,0.35,3.67,0.53,0.95,1.0,0.87,0.0
John Howard,170.2,182.9,77.1,Orthodox,43.6,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4
Carlos Huachin,162.6,170.2,61.2,Southpaw,30.3,2.1,0.21,4.8,0.5,0.0,0.0,0.66,0.0
Harold Howard,188.0,,108.9,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Howell,172.7,,56.7,Orthodox,42.8,1.27,0.32,2.55,0.42,0.0,0.0,0.2,0.0
Brady Huang,175.3,175.3,61.2,Orthodox,33.8,4.62,0.37,10.77,0.3,0.0,0.0,0.0,0.0
Alex Huddleston,200.7,,115.2,,40.1,2.47,0.42,2.59,0.67,0.0,0.0,0.0,0.9
Collin Huckbody,190.5,193.0,83.9,Orthodox,32.0,2.05,0.6,2.73,0.42,10.23,1.0,0.0,20.4
Austin Hubbard,177.8,180.3,70.3,Orthodox,34.8,3.45,0.48,2.58,0.58,0.76,0.6,0.53,0.0
Jeff Hughes,188.0,195.6,113.4,Orthodox,38.4,3.95,0.51,3.67,0.6,0.71,0.5,0.45,0.0
Mark Hughes,175.3,,93.0,Southpaw,52.9,0.9,0.47,0.4,0.42,3.0,0.5,0.0,4.5
Matt Hughes,175.3,185.4,77.1,Switch,52.9,2.14,0.53,1.36,0.53,2.95,0.5,0.35,1.2
Roger Huerta,175.3,177.8,70.3,Orthodox,43.3,3.64,0.36,2.33,0.56,2.13,0.46,0.52,0.5
Casey Huffman,190.5,,83.9,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Hughes,165.1,162.6,52.2,Orthodox,34.2,4.0,0.37,10.4,0.49,0.0,0.0,0.0,0.0
Bryan Humes,,,120.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abongo Humphrey,180.3,,93.0,Orthodox,,1.45,0.4,3.83,0.46,1.41,0.37,0.33,3.8
Harry Hunsucker,188.0,190.5,109.3,Orthodox,37.7,4.33,0.51,8.44,0.41,0.0,0.0,0.0,0.0
Adam Hunter,185.4,,83.9,Orthodox,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Hunt,177.8,182.9,120.2,Orthodox,52.5,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2
Alex Hunter,175.3,,102.5,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Hurley,172.7,,70.3,,48.2,1.12,0.45,3.35,0.56,0.0,0.0,0.2,0.0
Khadis Ibragimov,190.5,198.1,93.0,Orthodox,31.3,3.55,0.49,4.26,0.47,0.97,0.3,0.8,0.3
Al Iaquinta,177.8,177.8,70.3,Orthodox,39.4,4.06,0.4,4.44,0.61,0.64,0.18,0.74,0.2
David Hulett,177.8,,77.1,,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valeri Ignatov,175.3,,77.1,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minoki Ichihara,170.2,,80.7,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergey Ignatov,175.3,,95.3,Orthodox,,0.35,0.5,3.25,0.42,0.0,0.0,0.0,0.0
Dan Ige,170.2,180.3,65.8,Orthodox,35.1,3.95,0.46,3.36,0.58,1.68,0.27,0.59,0.5
Fabiano Iha,172.7,,70.3,Orthodox,56.2,1.73,0.47,2.49,0.42,2.88,0.4,0.5,2.9
Seichi Ikemoto,180.3,,76.2,Orthodox,51.1,2.59,0.32,3.74,0.57,1.23,0.26,0.6,0.0
Mikhail Iloukhine,175.3,,93.0,Orthodox,59.8,0.16,0.2,2.95,0.26,0.0,0.0,0.0,7.0
Zelim Imadaev,182.9,193.0,77.1,Orthodox,31.7,2.91,0.36,4.35,0.43,0.38,0.5,0.6,0.0
Yusuke Imamura,172.7,,99.8,Orthodox,,0.18,0.5,1.83,0.52,2.75,0.5,0.0,0.0
Masakazu Imanari,162.6,,63.0,Southpaw,50.6,0.55,0.3,1.74,0.57,0.0,0.0,0.0,2.1
Nassourdine Imavov,190.5,190.5,83.9,Orthodox,31.6,4.17,0.61,2.03,0.59,0.5,0.12,0.6,2.0
Solomon Hutcherson,180.3,,83.9,Southpaw,54.1,2.59,0.39,2.59,0.64,3.53,1.0,0.0,0.0
Brad Imes,200.7,,120.2,Orthodox,49.5,2.73,0.31,4.24,0.49,1.72,0.71,0.0,1.0
Chris Inman,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Indich,177.8,,77.1,,39.4,1.31,0.3,4.32,0.43,0.75,0.5,0.5,1.5
Guto Inocente,190.5,,93.0,Orthodox,40.3,4.13,0.66,2.92,0.54,0.67,0.33,0.66,0.7
Enson Inoue,177.8,,95.3,Orthodox,59.4,1.7,0.63,1.88,0.3,0.0,0.0,0.33,0.0
Egan Inoue,175.3,,86.2,Southpaw,61.2,1.66,0.36,3.31,0.57,0.0,0.0,0.0,0.0
Katsuya Inoue,175.3,,76.2,Southpaw,47.1,3.41,0.24,12.89,0.51,0.0,0.0,0.66,0.0
Takeshi Inoue,172.7,,65.8,,46.5,2.54,0.44,3.32,0.61,0.0,0.0,0.47,0.0
Naoki Inoue,175.3,180.3,56.7,Orthodox,29.3,3.67,0.35,3.37,0.6,0.0,0.0,0.6,2.5
Inoue Mizuki,160.0,165.1,56.7,Orthodox,32.1,5.0,0.5,6.87,0.48,0.0,0.0,0.66,0.0
Jorge Interiano,185.4,,93.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Ireland,175.3,,73.0,Southpaw,46.7,1.2,0.25,2.07,0.51,3.59,0.75,0.0,1.2
Eric Irvin,172.7,,70.3,,40.7,3.27,0.42,4.47,0.36,4.0,0.3,0.33,0.0
James Irvin,188.0,190.5,93.0,Orthodox,48.0,2.03,0.48,3.86,0.35,0.0,0.0,0.36,0.5
Mitsuhiro Ishida,167.6,,69.9,Southpaw,47.7,1.46,0.41,1.13,0.61,4.76,0.53,0.33,0.7
Teruto Ishihara,170.2,175.3,61.2,Southpaw,35.2,3.26,0.44,3.63,0.53,0.5,0.16,0.3,0.0
Yuki Ishikawa,180.3,,93.0,Orthodox,,1.07,0.28,8.57,0.11,0.0,0.0,0.5,0.0
Eiji Ishikawa,177.8,,77.1,,46.9,1.2,0.29,4.07,0.6,1.0,0.09,0.0,0.0
Satoshi Ishii,180.3,,108.9,Orthodox,39.8,1.41,0.36,1.58,0.63,3.47,0.52,1.0,1.6
Damir Ismagulov,175.3,177.8,70.3,Orthodox,35.6,3.76,0.43,1.87,0.69,1.67,0.31,1.0,0.0
Tokimitsu Ishizawa,182.9,,83.9,Orthodox,58.1,1.34,0.3,2.99,0.59,2.74,0.18,0.0,0.0
Wallid Ismail,170.2,,93.0,Orthodox,58.6,0.92,0.31,0.83,0.44,1.85,0.28,0.0,0.5
Leandro Issa,170.2,175.3,61.2,Orthodox,43.0,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2
Tatsuya Iwasaki,175.3,,93.0,Orthodox,,0.79,1.0,8.68,0.38,0.0,0.0,0.0,0.0
